,Address,CommandResponse,ControlMode,ControlScheme,CRC,DataLength,FunctionCode,InvalidDataLength,InvalidFunctionCode,PIDCycleTime,PIDDeadband,PIDGain,PIDRate,PIDReset,PipelinePSI,PumpState,SetPoint,SolenoidState,TimeInterval,deltaPIDCycleTime,deltaPIDDeadband,deltaPIDGain,deltaPIDRate,deltaPIDReset,deltaPipelinePSI,deltaSetPoint, Label
21,4,0,0,0,3533,19,3,1,1,0,0,0,0,0,0.20689654,0,0,0,576,0,0,0,0,0,0.20689654,0,2
22,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,634,0,0,0,0,0,-0.20689654,0,2
23,4,0,0,0,3438,19,3,1,1,0,0,0,0,0,0.19540231,0,0,0,567,0,0,0,0,0,0.19540231,0,2
24,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,683,0,0,0,0,0,-0.19540231,0,2
25,4,0,0,0,3432,19,3,1,1,0,0,0,0,0,0.18390805,0,0,0,538,0,0,0,0,0,0.18390805,0,2
26,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,634,0,0,0,0,0,-0.18390805,0,2
27,4,0,0,0,3534,19,3,1,1,0,0,0,0,0,0.20689654,0,0,0,680,0,0,0,0,0,0.20689654,0,2
28,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,683,0,0,0,0,0,-0.20689654,0,2
29,4,0,0,0,3438,19,3,1,1,0,0,0,0,0,0.19540231,0,0,0,563,0,0,0,0,0,0.19540231,0,2
30,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,798,0,0,0,0,0,-0.19540231,0,2
31,4,0,0,0,3439,19,3,1,1,0,0,0,0,0,0.19540231,0,0,0,574,0,0,0,0,0,0.19540231,0,2
32,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,673,0,0,0,0,0,-0.19540231,0,2
33,4,0,0,0,3439,19,3,1,1,0,0,0,0,0,0.19540231,0,0,0,679,0,0,0,0,0,0.19540231,0,2
34,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,643,0,0,0,0,0,-0.19540231,0,2
35,4,0,0,0,3438,19,3,1,1,0,0,0,0,0,0.19540231,0,0,0,641,0,0,0,0,0,0.19540231,0,2
36,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,796,0,0,0,0,0,-0.19540231,0,2
37,4,0,0,0,3439,19,3,1,1,0,0,0,0,0,0.19540231,0,0,0,600,0,0,0,0,0,0.19540231,0,2
38,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,656,0,0,0,0,0,-0.19540231,0,2
39,4,0,0,0,3534,19,3,1,1,0,0,0,0,0,0.20689654,0,0,0,670,0,0,0,0,0,0.20689654,0,2
40,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,644,0,0,0,0,0,-0.20689654,0,2
41,4,0,0,0,3439,19,3,1,1,0,0,0,0,0,0.19540231,0,0,0,604,0,0,0,0,0,0.19540231,0,2
42,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,683,0,0,0,0,0,-0.19540231,0,2
43,4,0,0,0,3533,19,3,1,1,0,0,0,0,0,0.20689654,0,0,0,577,0,0,0,0,0,0.20689654,0,2
44,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,758,0,0,0,0,0,-0.20689654,0,2
45,4,0,0,0,3533,19,3,1,1,0,0,0,0,0,0.20689654,0,0,0,529,0,0,0,0,0,0.20689654,0,2
46,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,674,0,0,0,0,0,-0.20689654,0,2
47,4,0,0,0,3441,19,3,1,1,0,0,0,0,0,0.19540231,0,0,0,715,0,0,0,0,0,0.19540231,0,2
48,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,683,0,0,0,0,0,-0.19540231,0,2
49,4,0,0,0,3438,19,3,1,1,0,0,0,0,0,0.19540231,0,0,0,573,0,0,0,0,0,0.19540231,0,2
50,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,638,0,0,0,0,0,-0.19540231,0,2
51,4,0,0,0,3438,19,3,1,1,0,0,0,0,0,0.19540231,0,0,0,565,0,0,0,0,0,0.19540231,0,2
52,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,683,0,0,0,0,0,-0.19540231,0,2
53,4,0,0,0,3438,19,3,1,1,0,0,0,0,0,0.19540231,0,0,0,613,0,0,0,0,0,0.19540231,0,2
54,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,674,0,0,0,0,0,-0.19540231,0,2
55,4,0,0,0,3433,19,3,1,1,0,0,0,0,0,0.18390805,0,0,0,604,0,0,0,0,0,0.18390805,0,2
56,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,646,0,0,0,0,0,-0.18390805,0,2
57,4,0,0,0,3341,19,3,1,1,0,0,0,0,0,0.17241379999999998,0,0,0,564,0,0,0,0,0,0.17241379999999998,0,2
58,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,768,0,0,0,0,0,-0.17241379999999998,0,2
59,4,0,0,0,3432,19,3,1,1,0,0,0,0,0,0.18390805,0,0,0,555,0,0,0,0,0,0.18390805,0,2
60,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,646,0,0,0,0,0,-0.18390805,0,2
61,4,0,0,0,3533,19,3,1,1,0,0,0,0,0,0.20689654,0,0,0,716,0,0,0,0,0,0.20689654,0,2
62,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,682,0,0,0,0,0,-0.20689654,0,2
63,4,0,0,0,3439,19,3,1,1,0,0,0,0,0,0.19540231,0,0,0,640,0,0,0,0,0,0.19540231,0,2
64,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,794,0,0,0,0,0,-0.19540231,0,2
65,4,0,0,0,3439,19,3,1,1,0,0,0,0,0,0.19540231,0,0,0,537,0,0,0,0,0,0.19540231,0,2
66,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,674,0,0,0,0,0,-0.19540231,0,2
67,4,0,0,0,3431,19,3,1,1,0,0,0,0,0,0.18390805,0,0,0,715,0,0,0,0,0,0.18390805,0,2
68,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,647,0,0,0,0,0,-0.18390805,0,2
69,4,0,0,0,3433,19,3,1,1,0,0,0,0,0,0.18390805,0,0,0,639,0,0,0,0,0,0.18390805,0,2
70,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,758,0,0,0,0,0,-0.18390805,0,2
71,4,0,0,0,3432,19,3,1,1,0,0,0,0,0,0.18390805,0,0,0,603,0,0,0,0,0,0.18390805,0,2
72,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,728,0,0,0,0,0,-0.18390805,0,2
73,4,0,0,0,3438,19,3,1,1,0,0,0,0,0,0.19540231,0,0,0,715,0,0,0,0,0,0.19540231,0,2
74,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,638,0,0,0,0,0,-0.19540231,0,2
75,4,0,0,0,3533,19,3,1,1,0,0,0,0,0,0.20689654,0,0,0,604,0,0,0,0,0,0.20689654,0,2
76,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,683,0,0,0,0,0,-0.20689654,0,2
77,4,0,0,0,3541,19,3,1,1,0,0,0,0,0,0.21839081,0,0,0,529,0,0,0,0,0,0.21839081,0,2
78,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,768,0,0,0,0,0,-0.21839081,0,2
79,4,0,0,0,3533,19,3,1,1,0,0,0,0,0,0.20689654,0,0,0,631,0,0,0,0,0,0.20689654,0,2
80,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,643,0,0,0,0,0,-0.20689654,0,2
81,4,0,0,0,3533,19,3,1,1,0,0,0,0,0,0.20689654,0,0,0,652,0,0,0,0,0,0.20689654,0,2
82,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,673,0,0,0,0,0,-0.20689654,0,2
83,4,0,0,0,3533,19,3,1,1,0,0,0,0,0,0.20689654,0,0,0,498,0,0,0,0,0,0.20689654,0,2
84,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,638,0,0,0,0,0,-0.20689654,0,2
85,4,0,0,0,3541,19,3,1,1,0,0,0,0,0,0.21839081,0,0,0,565,0,0,0,0,0,0.21839081,0,2
86,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,686,0,0,0,0,0,-0.21839081,0,2
87,4,0,0,0,3632,19,3,1,1,0,0,0,0,0,0.22988506,0,0,0,610,0,0,0,0,0,0.22988506,0,2
88,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,638,0,0,0,0,0,-0.22988506,0,2
89,4,0,0,0,3542,19,3,1,1,0,0,0,0,0,0.21839081,0,0,0,641,0,0,0,0,0,0.21839081,0,2
90,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,647,0,0,0,0,0,-0.21839081,0,2
91,4,0,0,0,3432,19,3,1,1,0,0,0,0,0,0.18390805,0,0,0,538,0,0,0,0,0,0.18390805,0,2
92,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,637,0,0,0,0,0,-0.18390805,0,2
93,4,0,0,0,3439,19,3,1,1,0,0,0,0,0,0.19540231,0,0,0,528,0,0,0,0,0,0.19540231,0,2
94,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,754,0,0,0,0,0,-0.19540231,0,2
95,4,0,0,0,3533,19,3,1,1,0,0,0,0,0,0.20689654,0,0,0,603,0,0,0,0,0,0.20689654,0,2
96,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,656,0,0,0,0,0,-0.20689654,0,2
97,4,0,0,0,3532,19,3,1,1,0,0,0,0,0,0.20689654,0,0,0,715,0,0,0,0,0,0.20689654,0,2
98,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,673,0,0,0,0,0,-0.20689654,0,2
99,4,0,0,0,3533,19,3,1,1,0,0,0,0,0,0.20689654,0,0,0,529,0,0,0,0,0,0.20689654,0,2
100,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,683,0,0,0,0,0,-0.20689654,0,2
101,4,0,0,0,3534,19,3,1,1,0,0,0,0,0,0.20689654,0,0,0,603,0,0,0,0,0,0.20689654,0,2
102,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,656,0,0,0,0,0,-0.20689654,0,2
103,4,0,0,0,3441,19,3,1,1,0,0,0,0,0,0.19540231,0,0,0,554,0,0,0,0,0,0.19540231,0,2
104,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,647,0,0,0,0,0,-0.19540231,0,2
105,4,0,0,0,3533,19,3,1,1,0,0,0,0,0,0.20689654,0,0,0,640,0,0,0,0,0,0.20689654,0,2
106,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,657,0,0,0,0,0,-0.20689654,0,2
107,4,0,0,0,3541,19,3,1,1,0,0,0,0,0,0.21839081,0,0,0,555,0,0,0,0,0,0.21839081,0,2
108,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,720,0,0,0,0,0,-0.21839081,0,2
109,4,0,0,0,3639,19,3,1,1,0,0,0,0,0,0.24137929999999996,0,0,0,568,0,0,0,0,0,0.24137929999999996,0,2
110,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,759,0,0,0,0,0,-0.24137929999999996,0,2
111,4,0,0,0,3533,19,3,1,1,0,0,0,0,0,0.20689654,0,0,0,751,0,0,0,0,0,0.20689654,0,2
112,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,683,0,0,0,0,0,-0.20689654,0,2
113,4,0,0,0,3439,19,3,1,1,0,0,0,0,0,0.19540231,0,0,0,573,0,0,0,0,0,0.19540231,0,2
114,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,674,0,0,0,0,0,-0.19540231,0,2
115,4,0,0,0,3339,19,3,1,1,0,0,0,0,0,0.17241379999999998,0,0,0,528,0,0,0,0,0,0.17241379999999998,0,2
116,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,797,0,0,0,0,0,-0.17241379999999998,0,2
117,4,0,0,0,3439,19,3,1,1,0,0,0,0,0,0.19540231,0,0,0,640,0,0,0,0,0,0.19540231,0,2
118,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,656,0,0,0,0,0,-0.19540231,0,2
119,4,0,0,0,3533,19,3,1,1,0,0,0,0,0,0.20689654,0,0,0,632,0,0,0,0,0,0.20689654,0,2
120,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,643,0,0,0,0,0,-0.20689654,0,2
121,4,0,0,0,3541,19,3,1,1,0,0,0,0,0,0.21839081,0,0,0,568,0,0,0,0,0,0.21839081,0,2
122,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,759,0,0,0,0,0,-0.21839081,0,2
123,4,0,0,0,3533,19,3,1,1,0,0,0,0,0,0.20689654,0,0,0,573,0,0,0,0,0,0.20689654,0,2
124,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,638,0,0,0,0,0,-0.20689654,0,2
125,4,0,0,0,3439,19,3,1,1,0,0,0,0,0,0.19540231,0,0,0,565,0,0,0,0,0,0.19540231,0,2
126,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,647,0,0,0,0,0,-0.19540231,0,2
127,4,0,0,0,3533,19,3,1,1,0,0,0,0,0,0.20689654,0,0,0,573,0,0,0,0,0,0.20689654,0,2
128,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,638,0,0,0,0,0,-0.20689654,0,2
129,4,0,0,0,3438,19,3,1,1,0,0,0,0,0,0.19540231,0,0,0,563,0,0,0,0,0,0.19540231,0,2
130,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,683,0,0,0,0,0,-0.19540231,0,2
131,4,0,0,0,3439,19,3,1,1,0,0,0,0,0,0.19540231,0,0,0,568,0,0,0,0,0,0.19540231,0,2
132,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,727,0,0,0,0,0,-0.19540231,0,2
133,4,0,0,0,3339,19,3,1,1,0,0,0,0,0,0.17241379999999998,0,0,0,644,0,0,0,0,0,0.17241379999999998,0,2
134,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,634,0,0,0,0,0,-0.17241379999999998,0,2
135,4,0,0,0,3439,19,3,1,1,0,0,0,0,0,0.19540231,0,0,0,679,0,0,0,0,0,0.19540231,0,2
136,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,643,0,0,0,0,0,-0.19540231,0,2
137,4,0,0,0,3339,19,3,1,1,0,0,0,0,0,0.17241379999999998,0,0,0,529,0,0,0,0,0,0.17241379999999998,0,2
138,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,768,0,0,0,0,0,-0.17241379999999998,0,2
139,4,0,0,0,3439,19,3,1,1,0,0,0,0,0,0.19540231,0,0,0,519,0,0,0,0,0,0.19540231,0,2
140,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,646,0,0,0,0,0,-0.19540231,0,2
141,4,0,0,0,3438,19,3,1,1,0,0,0,0,0,0.19540231,0,0,0,537,0,0,0,0,0,0.19540231,0,2
142,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,638,0,0,0,0,0,-0.19540231,0,2
143,4,0,0,0,3433,19,3,1,1,0,0,0,0,0,0.18390805,0,0,0,649,0,0,0,0,0,0.18390805,0,2
144,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,674,0,0,0,0,0,-0.18390805,0,2
145,4,0,0,0,3441,19,3,1,1,0,0,0,0,0,0.19540231,0,0,0,603,0,0,0,0,0,0.19540231,0,2
146,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,794,0,0,0,0,0,-0.19540231,0,2
147,4,0,0,0,3439,19,3,1,1,0,0,0,0,0,0.19540231,0,0,0,528,0,0,0,0,0,0.19540231,0,2
148,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,647,0,0,0,0,0,-0.19540231,0,2
149,4,0,0,0,3439,19,3,1,1,0,0,0,0,0,0.19540231,0,0,0,648,0,0,0,0,0,0.19540231,0,2
150,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,674,0,0,0,0,0,-0.19540231,0,2
151,4,0,0,0,3439,19,3,1,1,0,0,0,0,0,0.19540231,0,0,0,640,0,0,0,0,0,0.19540231,0,2
152,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,757,0,0,0,0,0,-0.19540231,0,2
153,4,0,0,0,3341,19,3,1,1,0,0,0,0,0,0.17241379999999998,0,0,0,574,0,0,0,0,0,0.17241379999999998,0,2
154,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,673,0,0,0,0,0,-0.17241379999999998,0,2
155,4,0,0,0,3439,19,3,1,1,0,0,0,0,0,0.19540231,0,0,0,640,0,0,0,0,0,0.19540231,0,2
156,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,646,0,0,0,0,0,-0.19540231,0,2
157,4,0,0,0,3438,19,3,1,1,0,0,0,0,0,0.19540231,0,0,0,715,0,0,0,0,0,0.19540231,0,2
158,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,647,0,0,0,0,0,-0.19540231,0,2
159,4,0,0,0,3439,19,3,1,1,0,0,0,0,0,0.19540231,0,0,0,612,0,0,0,0,0,0.19540231,0,2
160,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,793,0,0,0,0,0,-0.19540231,0,2
161,4,0,0,0,3541,19,3,1,1,0,0,0,0,0,0.21839081,0,0,0,716,0,0,0,0,0,0.21839081,0,2
162,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,673,0,0,0,0,0,-0.21839081,0,2
163,4,0,0,0,3542,19,3,1,1,0,0,0,0,0,0.21839081,0,0,0,641,0,0,0,0,0,0.21839081,0,2
164,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,683,0,0,0,0,0,-0.21839081,0,2
165,4,0,0,0,3533,19,3,1,1,0,0,0,0,0,0.20689654,0,0,0,604,0,0,0,0,0,0.20689654,0,2
166,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,759,0,0,0,0,0,-0.20689654,0,2
167,4,0,0,0,3541,19,3,1,1,0,0,0,0,0,0.21839081,0,0,0,751,0,0,0,0,0,0.21839081,0,2
168,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,656,0,0,0,0,0,-0.21839081,0,2
169,4,0,0,0,3639,19,3,1,1,0,0,0,0,0,0.24137929999999996,0,0,0,555,0,0,0,0,0,0.24137929999999996,0,2
170,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,647,0,0,0,0,0,-0.24137929999999996,0,2
171,4,0,0,0,3439,19,3,1,1,0,0,0,0,0,0.19540231,0,0,0,528,0,0,0,0,0,0.19540231,0,2
172,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,795,0,0,0,0,0,-0.19540231,0,2
173,4,0,0,0,3533,19,3,1,1,0,0,0,0,0,0.20689654,0,0,0,573,0,0,0,0,0,0.20689654,0,2
174,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,675,0,0,0,0,0,-0.20689654,0,2
175,4,0,0,0,3541,19,3,1,1,0,0,0,0,0,0.21839081,0,0,0,652,0,0,0,0,0,0.21839081,0,2
176,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,674,0,0,0,0,0,-0.21839081,0,2
177,4,0,0,0,3541,19,3,1,1,0,0,0,0,0,0.21839081,0,0,0,528,0,0,0,0,0,0.21839081,0,2
178,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,656,0,0,0,0,0,-0.21839081,0,2
179,4,0,0,0,3534,19,3,1,1,0,0,0,0,0,0.20689654,0,0,0,590,0,0,0,0,0,0.20689654,0,2
180,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,683,0,0,0,0,0,-0.20689654,0,2
181,4,0,0,0,3439,19,3,1,1,0,0,0,0,0,0.19540231,0,0,0,528,0,0,0,0,0,0.19540231,0,2
182,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,657,0,0,0,0,0,-0.19540231,0,2
183,4,0,0,0,3533,19,3,1,1,0,0,0,0,0,0.20689654,0,0,0,631,0,0,0,0,0,0.20689654,0,2
184,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,646,0,0,0,0,0,-0.20689654,0,2
185,4,0,0,0,3534,19,3,1,1,0,0,0,0,0,0.20689654,0,0,0,640,0,0,0,0,0,0.20689654,0,2
186,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,794,0,0,0,0,0,-0.20689654,0,2
187,4,0,0,0,3532,19,3,1,1,0,0,0,0,0,0.20689654,0,0,0,604,0,0,0,0,0,0.20689654,0,2
188,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,657,0,0,0,0,0,-0.20689654,0,2
189,4,0,0,0,3532,19,3,1,1,0,0,0,0,0,0.20689654,0,0,0,716,0,0,0,0,0,0.20689654,0,2
190,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,674,0,0,0,0,0,-0.20689654,0,2
191,4,0,0,0,3441,19,3,1,1,0,0,0,0,0,0.19540231,0,0,0,565,0,0,0,0,0,0.19540231,0,2
192,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,647,0,0,0,0,0,-0.19540231,0,2
193,4,0,0,0,3539,19,3,1,1,0,0,0,0,0,0.21839081,0,0,0,574,0,0,0,0,0,0.21839081,0,2
194,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,751,0,0,0,0,0,-0.21839081,0,2
195,4,0,0,0,3439,19,3,1,1,0,0,0,0,0,0.19540231,0,0,0,537,0,0,0,0,0,0.19540231,0,2
196,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,674,0,0,0,0,0,-0.19540231,0,2
197,4,0,0,0,3439,19,3,1,1,0,0,0,0,0,0.19540231,0,0,0,715,0,0,0,0,0,0.19540231,0,2
198,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,656,0,0,0,0,0,-0.19540231,0,2
199,4,0,0,0,3533,19,3,1,1,0,0,0,0,0,0.20689654,0,0,0,555,0,0,0,0,0,0.20689654,0,2
200,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,760,0,0,0,0,0,-0.20689654,0,2
201,4,0,0,0,3439,19,3,1,1,0,0,0,0,0,0.19540231,0,0,0,528,0,0,0,0,0,0.19540231,0,2
202,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,683,0,0,0,0,0,-0.19540231,0,2
203,4,0,0,0,3533,19,3,1,1,0,0,0,0,0,0.20689654,0,0,0,577,0,0,0,0,0,0.20689654,0,2
204,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,673,0,0,0,0,0,-0.20689654,0,2
205,4,0,0,0,3542,19,3,1,1,0,0,0,0,0,0.21839081,0,0,0,601,0,0,0,0,0,0.21839081,0,2
206,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,647,0,0,0,0,0,-0.21839081,0,2
207,4,0,0,0,3634,19,3,1,1,0,0,0,0,0,0.22988506,0,0,0,538,0,0,0,0,0,0.22988506,0,2
208,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,674,0,0,0,0,0,-0.22988506,0,2
